label,text,tokenize,remove_stopwords,stemming
Positive,penyesuaian tersebut merupakan tindak lanjut dari perubahan pasal ayat hurufdanuu kup yang telah diubah melalui uu cipta kerja,"['penyesuaian', 'tersebut', 'merupakan', 'tindak', 'lanjut', 'dari', 'perubahan', 'pasal', 'ayat', 'hurufdanuu', 'kup', 'yang', 'telah', 'diubah', 'melalui', 'uu', 'cipta', 'kerja']","['penyesuaian', 'tindak', 'perubahan', 'pasal', 'ayat', 'hurufdanuu', 'kup', 'diubah', 'uu', 'cipta', 'kerja']","['sesuai', 'tindak', 'ubah', 'pasal', 'ayat', 'hurufdanuu', 'kup', 'ubah', 'uu', 'cipta', 'kerja']"
Positive,manfaat uu cipta kerja telah nyata dirasakan,"['manfaat', 'uu', 'cipta', 'kerja', 'telah', 'nyata', 'dirasakan']","['manfaat', 'uu', 'cipta', 'kerja', 'nyata', 'dirasakan']","['manfaat', 'uu', 'cipta', 'kerja', 'nyata', 'rasa']"
Neutral,klo dlm bhs uu cipta kerja istilahnya pekerja buruh yup klo masih kerja sama org,"['klo', 'dlm', 'bhs', 'uu', 'cipta', 'kerja', 'istilahnya', 'pekerja', 'buruh', 'yup', 'klo', 'masih', 'kerja', 'sama', 'org']","['klo', 'dlm', 'bhs', 'uu', 'cipta', 'kerja', 'istilahnya', 'pekerja', 'buruh', 'yup', 'klo', 'kerja', 'org']","['klo', 'dlm', 'bhs', 'uu', 'cipta', 'kerja', 'istilah', 'kerja', 'buruh', 'yup', 'klo', 'kerja', 'org']"
Positive,ini hanyah segelintir kasus yang pernah mimin bagikan sebelumnya kasus ini terjadi sebelum uu cipta kerja disahkan ns,"['ini', 'hanyah', 'segelintir', 'kasus', 'yang', 'pernah', 'mimin', 'bagikan', 'sebelumnya', 'kasus', 'ini', 'terjadi', 'sebelum', 'uu', 'cipta', 'kerja', 'disahkan', 'ns']","['hanyah', 'segelintir', 'mimin', 'bagikan', 'uu', 'cipta', 'kerja', 'disahkan', 'ns']","['hanyah', 'gelintir', 'mimin', 'bagi', 'uu', 'cipta', 'kerja', 'sah', 'ns']"
Neutral,pak ferry nbagaimana dengan ruu anti minuman beralkohol ini nmemang minol msih akan bsa utk bbrp keper,"['pak', 'ferry', 'nbagaimana', 'dengan', 'ruu', 'anti', 'minuman', 'beralkohol', 'ini', 'nmemang', 'minol', 'msih', 'akan', 'bsa', 'utk', 'bbrp', 'keper']","['ferry', 'nbagaimana', 'ruu', 'anti', 'minuman', 'beralkohol', 'nmemang', 'minol', 'msih', 'bsa', 'utk', 'bbrp', 'keper']","['ferry', 'nbagaimana', 'ruu', 'anti', 'minum', 'alkohol', 'nmemang', 'mol', 'msih', 'bsa', 'utk', 'bbrp', 'keper']"
Positive,kita harus bersyukur punya presiden yang selalu memikirkan nas,"['kita', 'harus', 'bersyukur', 'punya', 'presiden', 'yang', 'selalu', 'memikirkan', 'nas']","['bersyukur', 'presiden', 'memikirkan', 'nas']","['syukur', 'presiden', 'pikir', 'nas']"
Negative,keluarkan berarti sebelumnya masuk kategori berbahaya dan sekarang serta merta dianggap tidak,"['keluarkan', 'berarti', 'sebelumnya', 'masuk', 'kategori', 'berbahaya', 'dan', 'sekarang', 'serta', 'merta', 'dianggap', 'tidak']","['keluarkan', 'masuk', 'kategori', 'berbahaya', 'merta', 'dianggap']","['keluar', 'masuk', 'kategori', 'bahaya', 'merta', 'anggap']"
Positive,pemerintah terus mengupayakan sejumlah kebijakan untuk memperluas halal value chain beberapa diantaranya seperti pengu,"['pemerintah', 'terus', 'mengupayakan', 'sejumlah', 'kebijakan', 'untuk', 'memperluas', 'halal', 'value', 'chain', 'beberapa', 'diantaranya', 'seperti', 'pengu']","['pemerintah', 'mengupayakan', 'kebijakan', 'memperluas', 'halal', 'value', 'chain', 'pengu']","['perintah', 'upaya', 'bijak', 'luas', 'halal', 'value', 'chain', 'pengu']"
Positive,program jkp ini merupakan salah satu implementasi dari uu cipta kerja klaster ketenagakerjaan jg memas,"['program', 'jkp', 'ini', 'merupakan', 'salah', 'satu', 'implementasi', 'dari', 'uu', 'cipta', 'kerja', 'klaster', 'ketenagakerjaan', 'jg', 'memas']","['program', 'jkp', 'salah', 'implementasi', 'uu', 'cipta', 'kerja', 'klaster', 'ketenagakerjaan', 'jg', 'memas']","['program', 'jkp', 'salah', 'implementasi', 'uu', 'cipta', 'kerja', 'klaster', 'ketenagakerjaan', 'jg', 'mas']"
Positive,pemerintah terus mengupayakan sejumlah kebijakan untuk memperluas halal value chain beberapa diantaranya seperti,"['pemerintah', 'terus', 'mengupayakan', 'sejumlah', 'kebijakan', 'untuk', 'memperluas', 'halal', 'value', 'chain', 'beberapa', 'diantaranya', 'seperti']","['pemerintah', 'mengupayakan', 'kebijakan', 'memperluas', 'halal', 'value', 'chain']","['perintah', 'upaya', 'bijak', 'luas', 'halal', 'value', 'chain']"
Positive,sampaikan uu cipta kerja ke jepang menperin berhasil bawa komitmen investasi industri manufaktur puluhan triliun,"['sampaikan', 'uu', 'cipta', 'kerja', 'ke', 'jepang', 'menperin', 'berhasil', 'bawa', 'komitmen', 'investasi', 'industri', 'manufaktur', 'puluhan', 'triliun']","['uu', 'cipta', 'kerja', 'jepang', 'menperin', 'berhasil', 'bawa', 'komitmen', 'investasi', 'industri', 'manufaktur', 'puluhan', 'triliun']","['uu', 'cipta', 'kerja', 'jepang', 'menperin', 'hasil', 'bawa', 'komitmen', 'investasi', 'industri', 'manufaktur', 'puluh', 'triliun']"
Positive,dengan adanya uu cipta kerja persaingan usaha pada industri telekomunikasi lebih terjaga,"['dengan', 'adanya', 'uu', 'cipta', 'kerja', 'persaingan', 'usaha', 'pada', 'industri', 'telekomunikasi', 'lebih', 'terjaga']","['uu', 'cipta', 'kerja', 'persaingan', 'usaha', 'industri', 'telekomunikasi', 'terjaga']","['uu', 'cipta', 'kerja', 'saing', 'usaha', 'industri', 'telekomunikasi', 'jaga']"
Negative,presiden joko widodo mengeluarkan abu batu bara dari kategori limbah bahan berbahaya dan beracun nketentuan,"['presiden', 'joko', 'widodo', 'mengeluarkan', 'abu', 'batu', 'bara', 'dari', 'kategori', 'limbah', 'bahan', 'berbahaya', 'dan', 'beracun', 'nketentuan']","['presiden', 'joko', 'widodo', 'mengeluarkan', 'abu', 'batu', 'bara', 'kategori', 'limbah', 'bahan', 'berbahaya', 'beracun', 'nketentuan']","['presiden', 'joko', 'widodo', 'keluar', 'abu', 'batu', 'bara', 'kategori', 'limbah', 'bahan', 'bahaya', 'racun', 'nketentuan']"
Positive,yang udah udah sih komitmen doang realisasinya,"['yang', 'udah', 'udah', 'sih', 'komitmen', 'doang', 'realisasinya']","['udah', 'udah', 'sih', 'komitmen', 'doang', 'realisasinya']","['udah', 'udah', 'sih', 'komitmen', 'doang', 'realisasi']"
Neutral,pp tahun mengatur tentang penyelenggaraan perlindungan dan pengelolaan lingkungan hidup yang merupakan turu,"['pp', 'tahun', 'mengatur', 'tentang', 'penyelenggaraan', 'perlindungan', 'dan', 'pengelolaan', 'lingkungan', 'hidup', 'yang', 'merupakan', 'turu']","['pp', 'mengatur', 'penyelenggaraan', 'perlindungan', 'pengelolaan', 'lingkungan', 'hidup', 'turu']","['pp', 'atur', 'selenggara', 'lindung', 'kelola', 'lingkung', 'hidup', 'turu']"
Positive,uu cipta kerja mewujudkan harmonisasi aturan perizinan di semua daerah indoensia maju,"['uu', 'cipta', 'kerja', 'mewujudkan', 'harmonisasi', 'aturan', 'perizinan', 'di', 'semua', 'daerah', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'mewujudkan', 'harmonisasi', 'aturan', 'perizinan', 'daerah', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'wujud', 'harmonisasi', 'atur', 'izin', 'daerah', 'indoensia', 'maju']"
Negative,stop hoax uu cipta kerja indoensia maju,"['stop', 'hoax', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['stop', 'hoax', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['stop', 'hoax', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Positive,warganet dukung uu cipta kerja indoensia maju,"['warganet', 'dukung', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['warganet', 'dukung', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['warganet', 'dukung', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Negative,pemerintah menghapus fly ash dan bottom ash dari daftar jenis limbah bahan berbahaya dan beracun dalam peratur,"['pemerintah', 'menghapus', 'fly', 'ash', 'dan', 'bottom', 'ash', 'dari', 'daftar', 'jenis', 'limbah', 'bahan', 'berbahaya', 'dan', 'beracun', 'dalam', 'peratur']","['pemerintah', 'menghapus', 'fly', 'ash', 'bottom', 'ash', 'daftar', 'jenis', 'limbah', 'bahan', 'berbahaya', 'beracun', 'peratur']","['perintah', 'hapus', 'fly', 'ash', 'bottom', 'ash', 'daftar', 'jenis', 'limbah', 'bahan', 'bahaya', 'racun', 'atur']"
Neutral,ayo berikan ide bagaimana supaya presiden memiliki kesadaran bahwa uu minerba uu cipta kerja berikut pp yang men,"['ayo', 'berikan', 'ide', 'bagaimana', 'supaya', 'presiden', 'memiliki', 'kesadaran', 'bahwa', 'uu', 'minerba', 'uu', 'cipta', 'kerja', 'berikut', 'pp', 'yang', 'men']","['ayo', 'ide', 'presiden', 'memiliki', 'kesadaran', 'uu', 'minerba', 'uu', 'cipta', 'kerja', 'pp', 'men']","['ayo', 'ide', 'presiden', 'milik', 'sadar', 'uu', 'minerba', 'uu', 'cipta', 'kerja', 'pp', 'men']"
Neutral,untuk ketentuan dividen dari luar negeri sebelum berlakunya uu ciptaker dividen yang di terima tetap,"['untuk', 'ketentuan', 'dividen', 'dari', 'luar', 'negeri', 'sebelum', 'berlakunya', 'uu', 'ciptaker', 'dividen', 'yang', 'di', 'terima', 'tetap']","['ketentuan', 'dividen', 'negeri', 'berlakunya', 'uu', 'ciptaker', 'dividen', 'terima']","['tentu', 'dividen', 'negeri', 'laku', 'uu', 'ciptaker', 'dividen', 'terima']"
Positive,dalam pasal uu cipta kerja disebutkan bahwa dividen tsbisa menjadi bukan objek pajak jika memenu,"['dalam', 'pasal', 'uu', 'cipta', 'kerja', 'disebutkan', 'bahwa', 'dividen', 'tsbisa', 'menjadi', 'bukan', 'objek', 'pajak', 'jika', 'memenu']","['pasal', 'uu', 'cipta', 'kerja', 'dividen', 'tsbisa', 'objek', 'pajak', 'memenu']","['pasal', 'uu', 'cipta', 'kerja', 'dividen', 'tsbisa', 'objek', 'pajak', 'menu']"
Positive,sebagian atau seluruhnya bisa menjadi kredit pajak nuntuk ketentuan dividen dari luar negeri setelah,"['sebagian', 'atau', 'seluruhnya', 'bisa', 'menjadi', 'kredit', 'pajak', 'nuntuk', 'ketentuan', 'dividen', 'dari', 'luar', 'negeri', 'setelah']","['kredit', 'pajak', 'nuntuk', 'ketentuan', 'dividen', 'negeri']","['kredit', 'pajak', 'nuntuk', 'tentu', 'dividen', 'negeri']"
Negative,aturan turunan uu cipta kerja pengusaha tak bisa dituntut karena limbah batu bara,"['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'pengusaha', 'tak', 'bisa', 'dituntut', 'karena', 'limbah', 'batu', 'bara']","['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'pengusaha', 'dituntut', 'limbah', 'batu', 'bara']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'usaha', 'tuntut', 'limbah', 'batu', 'bara']"
Positive,mengingat posisi demokrat saat ini adalah partai yang berada di luar kekuasaan demokrat kerap berseberangan dengan,"['mengingat', 'posisi', 'demokrat', 'saat', 'ini', 'adalah', 'partai', 'yang', 'berada', 'di', 'luar', 'kekuasaan', 'demokrat', 'kerap', 'berseberangan', 'dengan']","['posisi', 'demokrat', 'partai', 'kekuasaan', 'demokrat', 'kerap', 'berseberangan']","['posisi', 'demokrat', 'partai', 'kuasa', 'demokrat', 'kerap', 'berangan']"
Neutral,pp tahun mengatur tentang penyelenggaraan perlindungan pengelolaan lingkungan hidup yg merupakan turunan dari u,"['pp', 'tahun', 'mengatur', 'tentang', 'penyelenggaraan', 'perlindungan', 'pengelolaan', 'lingkungan', 'hidup', 'yg', 'merupakan', 'turunan', 'dari', 'u']","['pp', 'mengatur', 'penyelenggaraan', 'perlindungan', 'pengelolaan', 'lingkungan', 'hidup', 'yg', 'turunan', 'u']","['pp', 'atur', 'selenggara', 'lindung', 'kelola', 'lingkung', 'hidup', 'yg', 'turun', 'u']"
Neutral,sedangkan dividen yg diterima setelah berlakunya uu cipta kerja bisa jd non objek sepanjang diinvestas,"['sedangkan', 'dividen', 'yg', 'diterima', 'setelah', 'berlakunya', 'uu', 'cipta', 'kerja', 'bisa', 'jd', 'non', 'objek', 'sepanjang', 'diinvestas']","['dividen', 'yg', 'diterima', 'berlakunya', 'uu', 'cipta', 'kerja', 'jd', 'non', 'objek', 'diinvestas']","['dividen', 'yg', 'terima', 'laku', 'uu', 'cipta', 'kerja', 'jd', 'non', 'objek', 'diinvestas']"
Positive,hai kak npenghasilan dr dividen dan sewa yg diterima op sebelum uu cipta kerja berlaku tetap menjadi,"['hai', 'kak', 'npenghasilan', 'dr', 'dividen', 'dan', 'sewa', 'yg', 'diterima', 'op', 'sebelum', 'uu', 'cipta', 'kerja', 'berlaku', 'tetap', 'menjadi']","['hai', 'kak', 'npenghasilan', 'dr', 'dividen', 'sewa', 'yg', 'diterima', 'op', 'uu', 'cipta', 'kerja', 'berlaku']","['hai', 'kak', 'npenghasilan', 'dr', 'dividen', 'sewa', 'yg', 'terima', 'op', 'uu', 'cipta', 'kerja', 'laku']"
Positive,kunci uu cipta kerja membangun ekonomi indonesia,"['kunci', 'uu', 'cipta', 'kerja', 'membangun', 'ekonomi', 'indonesia']","['kunci', 'uu', 'cipta', 'kerja', 'membangun', 'ekonomi', 'indonesia']","['kunci', 'uu', 'cipta', 'kerja', 'bangun', 'ekonomi', 'indonesia']"
Positive,peluang untuk pekerja dengan uu cipta kerja,"['peluang', 'untuk', 'pekerja', 'dengan', 'uu', 'cipta', 'kerja']","['peluang', 'pekerja', 'uu', 'cipta', 'kerja']","['peluang', 'kerja', 'uu', 'cipta', 'kerja']"
Positive,kabar baik untuk nih yang sedang menimbang nimbang lokasi usaha npp no yang mengatur kemudahan,"['kabar', 'baik', 'untuk', 'nih', 'yang', 'sedang', 'menimbang', 'nimbang', 'lokasi', 'usaha', 'npp', 'no', 'yang', 'mengatur', 'kemudahan']","['kabar', 'nih', 'menimbang', 'nimbang', 'lokasi', 'usaha', 'npp', 'no', 'mengatur', 'kemudahan']","['kabar', 'nih', 'timbang', 'nimbang', 'lokasi', 'usaha', 'npp', 'no', 'atur', 'mudah']"
Negative,hallo admin berdasarkan uu no tahun terkait omnibus law cipta kerja pembagian dividen tidak,"['hallo', 'admin', 'berdasarkan', 'uu', 'no', 'tahun', 'terkait', 'omnibus', 'law', 'cipta', 'kerja', 'pembagian', 'dividen', 'tidak']","['hallo', 'admin', 'berdasarkan', 'uu', 'no', 'terkait', 'omnibus', 'law', 'cipta', 'kerja', 'pembagian', 'dividen']","['hallo', 'admin', 'dasar', 'uu', 'no', 'kait', 'omnibus', 'law', 'cipta', 'kerja', 'bagi', 'dividen']"
Positive,menperin sampaikan uu cipta kerja amp berhasil bawa komitmen,"['menperin', 'sampaikan', 'uu', 'cipta', 'kerja', 'amp', 'berhasil', 'bawa', 'komitmen']","['menperin', 'uu', 'cipta', 'kerja', 'amp', 'berhasil', 'bawa', 'komitmen']","['menperin', 'uu', 'cipta', 'kerja', 'amp', 'hasil', 'bawa', 'komitmen']"
Positive,uu cipta kerja sudah disahkan oleh dpr pada oktober lalu omnibus law ini berdampak terhadapp und,"['uu', 'cipta', 'kerja', 'sudah', 'disahkan', 'oleh', 'dpr', 'pada', 'oktober', 'lalu', 'omnibus', 'law', 'ini', 'berdampak', 'terhadapp', 'und']","['uu', 'cipta', 'kerja', 'disahkan', 'dpr', 'oktober', 'omnibus', 'law', 'berdampak', 'terhadapp', 'und']","['uu', 'cipta', 'kerja', 'sah', 'dpr', 'oktober', 'omnibus', 'law', 'dampak', 'terhadapp', 'und']"
Positive,segala manfaat uu cipta kerja untuk kemajuan ekonomi bangsa,"['segala', 'manfaat', 'uu', 'cipta', 'kerja', 'untuk', 'kemajuan', 'ekonomi', 'bangsa']","['manfaat', 'uu', 'cipta', 'kerja', 'kemajuan', 'ekonomi', 'bangsa']","['manfaat', 'uu', 'cipta', 'kerja', 'maju', 'ekonomi', 'bangsa']"
Negative,aturan turunan uu cipta kerja pengusaha tak bisa dituntut karena limbah batu bara indonesia centre for environmental l,"['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'pengusaha', 'tak', 'bisa', 'dituntut', 'karena', 'limbah', 'batu', 'bara', 'indonesia', 'centre', 'for', 'environmental', 'l']","['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'pengusaha', 'dituntut', 'limbah', 'batu', 'bara', 'indonesia', 'centre', 'for', 'environmental', 'l']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'usaha', 'tuntut', 'limbah', 'batu', 'bara', 'indonesia', 'centre', 'for', 'environmental', 'l']"
Neutral,uu cipta kerja mungkun iya atau mungkin tidak berhasil tarik investor yg pasti justru mempersulit,"['uu', 'cipta', 'kerja', 'mungkun', 'iya', 'atau', 'mungkin', 'tidak', 'berhasil', 'tarik', 'investor', 'yg', 'pasti', 'justru', 'mempersulit']","['uu', 'cipta', 'kerja', 'mungkun', 'iya', 'berhasil', 'tarik', 'investor', 'yg', 'mempersulit']","['uu', 'cipta', 'kerja', 'mungkun', 'iya', 'hasil', 'tarik', 'investor', 'yg', 'sulit']"
Positive,pp nomor sebagai aturan turunan omnibus law undang undang cipta kerja telah disahkan hendak menyelesaikan,"['pp', 'nomor', 'sebagai', 'aturan', 'turunan', 'omnibus', 'law', 'undang', 'undang', 'cipta', 'kerja', 'telah', 'disahkan', 'hendak', 'menyelesaikan']","['pp', 'nomor', 'aturan', 'turunan', 'omnibus', 'law', 'undang', 'undang', 'cipta', 'kerja', 'disahkan', 'menyelesaikan']","['pp', 'nomor', 'atur', 'turun', 'omnibus', 'law', 'undang', 'undang', 'cipta', 'kerja', 'sah', 'selesai']"
Negative,aturan turunan uu cipta kerja pengusaha tak bisa dituntut karena limbah batu bara indonesia centre for environmen,"['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'pengusaha', 'tak', 'bisa', 'dituntut', 'karena', 'limbah', 'batu', 'bara', 'indonesia', 'centre', 'for', 'environmen']","['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'pengusaha', 'dituntut', 'limbah', 'batu', 'bara', 'indonesia', 'centre', 'for', 'environmen']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'usaha', 'tuntut', 'limbah', 'batu', 'bara', 'indonesia', 'centre', 'for', 'environmen']"
Negative,jokowi hapus limbah batubara dari daftar berbahaya ini merupakan salah satu aturan turunan uu cipta kerja,"['jokowi', 'hapus', 'limbah', 'batubara', 'dari', 'daftar', 'berbahaya', 'ini', 'merupakan', 'salah', 'satu', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['jokowi', 'hapus', 'limbah', 'batubara', 'daftar', 'berbahaya', 'salah', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['jokowi', 'hapus', 'limbah', 'batubara', 'daftar', 'bahaya', 'salah', 'atur', 'turun', 'uu', 'cipta', 'kerja']"
Neutral,gapki pp turunan uu cipta kerja terkait industri kelapa sawit perlu aturan detail beritasatu,"['gapki', 'pp', 'turunan', 'uu', 'cipta', 'kerja', 'terkait', 'industri', 'kelapa', 'sawit', 'perlu', 'aturan', 'detail', 'beritasatu']","['gapki', 'pp', 'turunan', 'uu', 'cipta', 'kerja', 'terkait', 'industri', 'kelapa', 'sawit', 'aturan', 'detail', 'beritasatu']","['gapki', 'pp', 'turun', 'uu', 'cipta', 'kerja', 'kait', 'industri', 'kelapa', 'sawit', 'atur', 'detail', 'beritasatu']"
Positive,nah uu cipta kerja khususnya di sektor pelayaran ini memberikan kemudahan dibanding sebelumnya misalnya kemudahan ber,"['nah', 'uu', 'cipta', 'kerja', 'khususnya', 'di', 'sektor', 'pelayaran', 'ini', 'memberikan', 'kemudahan', 'dibanding', 'sebelumnya', 'misalnya', 'kemudahan', 'ber']","['uu', 'cipta', 'kerja', 'sektor', 'pelayaran', 'kemudahan', 'dibanding', 'kemudahan', 'ber']","['uu', 'cipta', 'kerja', 'sektor', 'layar', 'mudah', 'banding', 'mudah', 'ber']"
Negative,presiden jokowi menghapus limbah batu bara dari kategori limbah berbahaya dan beracun hal tstercantum dlm pp no,"['presiden', 'jokowi', 'menghapus', 'limbah', 'batu', 'bara', 'dari', 'kategori', 'limbah', 'berbahaya', 'dan', 'beracun', 'hal', 'tstercantum', 'dlm', 'pp', 'no']","['presiden', 'jokowi', 'menghapus', 'limbah', 'batu', 'bara', 'kategori', 'limbah', 'berbahaya', 'beracun', 'tstercantum', 'dlm', 'pp', 'no']","['presiden', 'jokowi', 'hapus', 'limbah', 'batu', 'bara', 'kategori', 'limbah', 'bahaya', 'racun', 'tstercantum', 'dlm', 'pp', 'no']"
Neutral,perubahan tata cara pemeriksaan pajak nmelalui pmk pemerintah juga mengubah beberapa ketentuan mengenai ta,"['perubahan', 'tata', 'cara', 'pemeriksaan', 'pajak', 'nmelalui', 'pmk', 'pemerintah', 'juga', 'mengubah', 'beberapa', 'ketentuan', 'mengenai', 'ta']","['perubahan', 'tata', 'pemeriksaan', 'pajak', 'nmelalui', 'pmk', 'pemerintah', 'mengubah', 'ketentuan', 'ta']","['ubah', 'tata', 'periksa', 'pajak', 'nmelalui', 'pmk', 'perintah', 'ubah', 'tentu', 'ta']"
Positive,apakah dengan uu cipta kerja terhutang pajak dividen asumsi wp op akan membeli ori obligasi negara terima kasih,"['apakah', 'dengan', 'uu', 'cipta', 'kerja', 'terhutang', 'pajak', 'dividen', 'asumsi', 'wp', 'op', 'akan', 'membeli', 'ori', 'obligasi', 'negara', 'terima', 'kasih']","['uu', 'cipta', 'kerja', 'terhutang', 'pajak', 'dividen', 'asumsi', 'wp', 'op', 'membeli', 'ori', 'obligasi', 'negara', 'terima', 'kasih']","['uu', 'cipta', 'kerja', 'hutang', 'pajak', 'dividen', 'asumsi', 'wp', 'op', 'beli', 'ori', 'obligasi', 'negara', 'terima', 'kasih']"
Negative,pernyataan sikap fian indonesia terhadapp pp turunan uu no tahun tentang cipta kerja n,"['pernyataan', 'sikap', 'fian', 'indonesia', 'terhadapp', 'pp', 'turunan', 'uu', 'no', 'tahun', 'tentang', 'cipta', 'kerja', 'n']","['pernyataan', 'sikap', 'fian', 'indonesia', 'terhadapp', 'pp', 'turunan', 'uu', 'no', 'cipta', 'kerja', 'n']","['nyata', 'sikap', 'fian', 'indonesia', 'terhadapp', 'pp', 'turun', 'uu', 'no', 'cipta', 'kerja', 'n']"
Neutral,pp tahun mengatur tentang penyelenggaraan perlindungan pengelolaan lingkungan hidup yg merupakan turunan da,"['pp', 'tahun', 'mengatur', 'tentang', 'penyelenggaraan', 'perlindungan', 'pengelolaan', 'lingkungan', 'hidup', 'yg', 'merupakan', 'turunan', 'da']","['pp', 'mengatur', 'penyelenggaraan', 'perlindungan', 'pengelolaan', 'lingkungan', 'hidup', 'yg', 'turunan', 'da']","['pp', 'atur', 'selenggara', 'lindung', 'kelola', 'lingkung', 'hidup', 'yg', 'turun', 'da']"
Positive,uu cipta kerja memperkuat tatanan hukum di indonesia,"['uu', 'cipta', 'kerja', 'memperkuat', 'tatanan', 'hukum', 'di', 'indonesia']","['uu', 'cipta', 'kerja', 'memperkuat', 'tatanan', 'hukum', 'indonesia']","['uu', 'cipta', 'kerja', 'kuat', 'tatanan', 'hukum', 'indonesia']"
Positive,uu cipta kerja mendorong para petani sekaligus mengatasi masalah ketahanan pangan di indonesia,"['uu', 'cipta', 'kerja', 'mendorong', 'para', 'petani', 'sekaligus', 'mengatasi', 'masalah', 'ketahanan', 'pangan', 'di', 'indonesia']","['uu', 'cipta', 'kerja', 'mendorong', 'petani', 'mengatasi', 'ketahanan', 'pangan', 'indonesia']","['uu', 'cipta', 'kerja', 'dorong', 'tani', 'atas', 'tahan', 'pangan', 'indonesia']"
